Training configuration
  config=./train_config_v2.json
  data_dir=./data/processed/260602_sub1_hjlee_raw
  input_file=X_eeg_raw.npy
  checkpoint_root=./checkpoints_eegnet_randomsplit
  epochs=100
  batch_size=16
  lr=0.0001
  weight_decay=0.0001
  patience=100
  seed=42
  val_test_ratio=0.2
  weighted_sampler=True
  run_window_diagnostic=False
  window_size=256
  window_stride=128
  balance_rest_to_target=False
  run_5fold_cross_validation=True
  selection_metric=balanced_loss

Loading X_eeg_raw.npy...
Device: cuda | X: (500, 64, 4000) | run: ./checkpoints_eegnet_randomsplit/20260625_142158
Data split: train=300 val=100 test=100
Original label distribution:
  train: label0=60 label1=60 label2=60 label3=60 label4=60 total=300
  val:   label0=20 label1=20 label2=20 label3=20 label4=20 total=100
  test:  label0=20 label1=20 label2=20 label3=20 label4=20 total=100

=== 5-fold cross-validation ===

--- fold 1/5: train=300 val=100 test=100 ---
fold=1 label=0
fold=2 label=2 | epoch 020 | train loss: 0.6528 bal_acc: 0.62 acc: 0.62 | val loss: 0.6607 bal_loss: 0.7012 bal_acc: 0.48 acc: 0.59
fold=2 label=2 | epoch 030 | train loss: 0.6310 bal_acc: 0.65 acc: 0.65 | val loss: 0.6635 bal_loss: 0.6860 bal_acc: 0.54 acc: 0.60
fold=2 label=2 | epoch 040 | train loss: 0.6121 bal_acc: 0.71 acc: 0.71 | val loss: 0.6454 bal_loss: 0.7014 bal_acc: 0.52 acc: 0.62
fold=2 label=2 | epoch 050 | train loss: 0.5939 bal_acc: 0.72 acc: 0.72 | val loss: 0.6499 bal_loss: 0.6814 bal_acc: 0.51 acc: 0.57
fold=2 label=2 | epoch 060 | train loss: 0.5761 bal_acc: 0.69 acc: 0.69 | val loss: 0.6537 bal_loss: 0.6851 bal_acc: 0.53 acc: 0.61
fold=2 label=2 | epoch 070 | train loss: 0.5296 bal_acc: 0.73 acc: 0.73 | val loss: 0.6584 bal_loss: 0.6812 bal_acc: 0.57 acc: 0.61
fold=2 label=2 | epoch 080 | train loss: 0.5470 bal_acc: 0.71 acc: 0.71 | val loss: 0.6939 bal_loss: 0.6827 bal_acc: 0.61 acc: 0.62
fold=2 label=2 | epoch 090 | train loss: 0.5216 bal_acc: 0.74 acc: 0.74 | val loss: 0.6474 bal_loss: 0.7053 bal_acc: 0.59 acc: 0.64
fold=2 label=2 | epoch 100 | train loss: 0.4786 bal_acc: 0.79 acc: 0.78 | val loss: 0.6871 bal_loss: 0.6920 bal_acc: 0.62 acc: 0.61
fold=2 label=1_vs_3 | epoch 001 | train loss: 0.6858 bal_acc: 0.51 acc: 0.57 | val loss: 0.6999 bal_loss: 0.6999 bal_acc: 0.50 acc: 0.50
fold=2 label=1_vs_3 | epoch 010 | train loss: 0.6917 bal_acc: 0.52 acc: 0.51 | val loss: 0.6842 bal_loss: 0.6842 bal_acc: 0.50 acc: 0.50
fold=2 label=1_vs_3 | epoch 020 | train loss: 0.6818 bal_acc: 0.56 acc: 0.52 | val loss: 0.6783 bal_loss: 0.6783 bal_acc: 0.57 acc: 0.57
fold=2 label=1_vs_3 | epoch 030 | train loss: 0.6698 bal_acc: 0.61 acc: 0.61 | val loss: 0.6782 bal_loss: 0.6782 bal_acc: 0.60 acc: 0.60
fold=2 label=1_vs_3 | epoch 040 | train loss: 0.6648 bal_acc: 0.60 acc: 0.59 | val loss: 0.6672 bal_loss: 0.6672 bal_acc: 0.60 acc: 0.60
fold=2 label=1_vs_3 | epoch 050 | train loss: 0.6525 bal_acc: 0.63 acc: 0.64 | val loss: 0.6547 bal_loss: 0.6547 bal_acc: 0.62 acc: 0.62
fold=2 label=1_vs_3 | epoch 060 | train loss: 0.6294 bal_acc: 0.70 acc: 0.70 | val loss: 0.6521 bal_loss: 0.6521 bal_acc: 0.58 acc: 0.57
fold=2 label=1_vs_3 | epoch 070 | train loss: 0.6343 bal_acc: 0.67 acc: 0.68 | val loss: 0.6368 bal_loss: 0.6368 bal_acc: 0.62 acc: 0.62
fold=2 label=1_vs_3 | epoch 080 | train loss: 0.6363 bal_acc: 0.68 acc: 0.68 | val loss: 0.6184 bal_loss: 0.6184 bal_acc: 0.60 acc: 0.60
fold=2 label=1_vs_3 | epoch 090 | train loss: 0.6133 bal_acc: 0.64 acc: 0.64 | val loss: 0.6097 bal_loss: 0.6097 bal_acc: 0.65 acc: 0.65
fold=2 label=1_vs_3 | epoch 100 | train loss: 0.5880 bal_acc: 0.73 acc: 0.72 | val loss: 0.6204 bal_loss: 0.6204 bal_acc: 0.52 acc: 0.53

--- fold 3/5: train=300 val=100 test=100 ---
fold=3 label=0
fold=3 label=0 | epoch 001 | train loss: 0.6985 bal_acc: 0.49 acc: 0.50 | val loss: 0.6577 bal_loss: 0.6984 bal_acc: 0.50 acc: 0.80
fold=3 label=0 | epoch 010 | train loss: 0.6850 bal_acc: 0.55 acc: 0.56 | val loss: 0.6618 bal_loss: 0.6995 bal_acc: 0.52 acc: 0.68
fold=3 label=0 | epoch 020 | train loss: 0.6719 bal_acc: 0.64 acc: 0.64 | val loss: 0.6569 bal_loss: 0.6903 bal_acc: 0.56 acc: 0.65
fold=3 label=0 | epoch 030 | train loss: 0.6577 bal_acc: 0.60 acc: 0.60 | val loss: 0.6571 bal_loss: 0.6623 bal_acc: 0.62 acc: 0.61
fold=3 label=0 | epoch 040 | train loss: 0.6249 bal_acc: 0.67 acc: 0.67 | val loss: 0.6402 bal_loss: 0.6482 bal_acc: 0.67 acc: 0.65
